timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2019-11-12T00:00:00.000Z";"2019-11-12T23:59:59.999Z";"2019-11-12T02:16:08.000Z";"2019-11-12T15:23:03.000Z";"2781";0.0425653222;0.0441685056;0.0390865933;0.0412151616;3266.13;1653435.47775858;"2019-11-12T23:59:59.999Z"
"2019-11-11T00:00:00.000Z";"2019-11-11T23:59:59.999Z";"2019-11-11T00:12:08.000Z";"2019-11-11T23:19:02.000Z";"2781";0.046194438;0.0462636931;0.0411025794;0.0425630998;1967.68;1707510.94104177;"2019-11-11T23:59:59.999Z"
"2019-11-10T00:00:00.000Z";"2019-11-10T23:59:59.999Z";"2019-11-10T06:02:10.000Z";"2019-11-10T00:12:02.000Z";"2781";0.0429337293;0.0489523505;0.0429095598;0.0462151878;2827.92;1854022.36195747;"2019-11-10T23:59:59.999Z"
"2019-11-09T00:00:00.000Z";"2019-11-09T23:59:59.999Z";"2019-11-09T00:59:03.000Z";"2019-11-09T19:19:06.000Z";"2781";0.0470582793;0.0502995697;0.0411216595;0.0429277427;2423.46;1722139.37988514;"2019-11-09T23:59:59.999Z"
"2019-11-08T00:00:00.000Z";"2019-11-08T23:59:59.999Z";"2019-11-08T07:51:10.000Z";"2019-11-08T14:14:10.000Z";"2781";0.0482601807;0.0536433859;0.0469252297;0.0470582793;2380.16;1887844.80078789;"2019-11-08T23:59:59.999Z"
"2019-11-07T00:00:00.000Z";"2019-11-07T23:59:59.999Z";"2019-11-07T16:36:04.000Z";"2019-11-07T05:34:10.000Z";"2781";0.0500822007;0.0521500941;0.0469907615;0.0482515733;1900.94;1935716.37665967;"2019-11-07T23:59:59.999Z"
"2019-11-06T00:00:00.000Z";"2019-11-06T23:59:59.999Z";"2019-11-06T10:36:07.000Z";"2019-11-06T17:28:03.000Z";"2781";0.0490701185;0.0524743636;0.0477088275;0.0501284745;2507.25;2011012.33215325;"2019-11-06T23:59:59.999Z"
"2019-11-05T00:00:00.000Z";"2019-11-05T23:59:59.999Z";"2019-11-05T00:03:09.000Z";"2019-11-05T07:16:04.000Z";"2781";0.0704431311;0.0704601474;0.0471762934;0.0490851115;2237.89;1969155.56582499;"2019-11-05T23:59:59.999Z"
"2019-11-04T00:00:00.000Z";"2019-11-04T23:59:59.999Z";"2019-11-04T20:41:11.000Z";"2019-11-04T00:00:06.000Z";"2781";0.0685628245;0.0710844389;0.0685628245;0.0704431311;12226.16;2825978.78305199;"2019-11-04T23:59:59.999Z"
"2019-11-03T00:00:00.000Z";"2019-11-03T23:59:59.999Z";"2019-11-03T03:03:11.000Z";"2019-11-03T18:11:06.000Z";"2781";0.0769186569;0.0771530394;0.0677187613;0.0686243275;14479.61;2753013.53850547;"2019-11-03T23:59:59.999Z"
"2019-11-02T00:00:00.000Z";"2019-11-02T23:59:59.999Z";"2019-11-02T23:50:07.000Z";"2019-11-02T22:08:10.000Z";"2781";0.0467429863;0.0949197599;0.0453862285;0.0769186569;15468.89;3085758.52639153;"2019-11-02T23:59:59.999Z"
"2019-11-01T00:00:00.000Z";"2019-11-01T23:59:59.999Z";"2019-11-01T21:07:02.000Z";"2019-11-01T05:17:08.000Z";"2781";0.0452963103;0.0490660441;0.0445731861;0.0467429863;2435.99;1875196.14027549;"2019-11-01T23:59:59.999Z"
"2019-10-31T00:00:00.000Z";"2019-10-31T23:59:59.999Z";"2019-10-31T12:41:11.000Z";"2019-10-31T12:00:03.000Z";"2781";0.0461271929;0.0485700147;0.0440284176;0.0453135032;2601.05;1817849.33105927;"2019-10-31T23:59:59.999Z"
"2019-10-30T00:00:00.000Z";"2019-10-30T23:59:59.999Z";"2019-10-30T04:08:12.000Z";"2019-10-30T01:21:02.000Z";"2781";0.048489985;0.0501401142;0.044564392;0.0461542184;2592.04;1851576.44251704;"2019-10-30T23:59:59.999Z"
"2019-10-29T00:00:00.000Z";"2019-10-29T23:59:59.999Z";"2019-10-29T18:43:09.000Z";"2019-10-29T03:23:12.000Z";"2781";0.0515890529;0.0522611909;0.0433840025;0.0485041834;2201.93;1945850.37663072;"2019-10-29T23:59:59.999Z"
"2019-10-28T00:00:00.000Z";"2019-10-28T23:59:59.999Z";"2019-10-28T10:55:05.000Z";"2019-10-28T19:42:10.000Z";"2781";0.0513145673;0.0547377829;0.0490523151;0.0516344657;1929.63;2071428.43188844;"2019-10-28T23:59:59.999Z"
"2019-10-27T00:00:00.000Z";"2019-10-27T23:59:59.999Z";"2019-10-27T09:57:06.000Z";"2019-10-27T05:03:09.000Z";"2781";0.0488108252;0.0600301364;0.0482909661;0.0513488699;1919.18;2059971.13698865;"2019-10-27T23:59:59.999Z"
"2019-10-26T00:00:00.000Z";"2019-10-26T23:59:59.999Z";"2019-10-26T02:08:04.000Z";"2019-10-26T23:59:10.000Z";"2781";0.0501394175;0.0545169849;0.0488108252;0.0488108252;1861.53;1958151.97712934;"2019-10-26T23:59:59.999Z"
"2019-10-25T00:00:00.000Z";"2019-10-25T23:59:59.999Z";"2019-10-25T08:36:04.000Z";"2019-10-25T09:57:02.000Z";"2781";0.0474014378;0.0540573923;0.0444180838;0.0501620159;2479.5;2012357.92054818;"2019-10-25T23:59:59.999Z"
